Yorum;Etiket
o zamanlara göre elestiriler yapilmamasi sanki filmin 2007 de çekilmis gibi yorumlanmasi kötü. o zamanki düsünceler, ticari kaygilar öyle öngörüyormus demekki, ama o kadar ünlü kisiyi bir araya getirebilmek film ne kadar kötü olursa olsun basaridir....;positive
"çok güzel bir filmdi çok etkilendim bi daha çikarmi acaba böle güzel bi film???????????????????????. 
";positive
"herkes gibi ben de fragmanlara kanip büyük bir beklentiyle gittim. beklentim büyük oldugu için, ayni oranda büyük bir hayalkirikligina ugradim. yazik, keske hiç çekilmemis; keske hiç izlememis olsaydim.... 
";negative
"film çok siradan hiristiyan seytan çikarma var ozaman yahudi versiyonunu yapalim demisler ve yapmislar kesinlikle korkutucu degil. belli sahnelerden sonra gülme sesleri duyunca komedi filmindemiyim dedirten hiç bir orjinal tarafi olmayan bir film.. 
";negative
"bir sinema sever olarak deil bir insan olarak izlenilmesi gereken bir film daha iyisi yapilabilirmi bilmem ama anthony quinn in filme kattigi deger kesinlikle azimsanmaz.. 
";positive
"ben filmde sinema adina hiçbirsey bulamadim.oyunculuk desen yok.amaç bazi fikirleri empoze etmekse,sinema yerine edebiyat kullanilabilirdi.olmamis.... 
";negative
"issiz yollarda tuzaga düsürülüp türlü iskencelere maruz kalan zavalli insanlarin kaçip kurtulma çabalarini seyretmekten bikmadiysaniz bir de iskandinav usulü bu filme göz atin bakalim.. 
";negative
"ya böle bi film olamaz hayatta hiçbir filmde aglamis diilim ama bu filmin sonunda gözlerim yaslar içinde kaldi insan bi kizi bu kadar mi sever bu kadar mi macerali bi hayat olur yaw bu film gerçek hayat hikayesinden fln mi muhtesem muhtesem muhtesem run forrest............. 
";positive
"basarisiz bir film.. 
";negative
"bu film sayesinde jeffrey dean morgan hayrani oldum. orjinal sesleriyle harikaydi. alt yazili izlemenizi tavsiye ederim.. 
";positive
"kesinlikle oyunculara aldanip gitmeyin ben bu hatayi yaptim filmn berbat b senaryosu war robert de nirodanda al pacinodanda bu kadar kotu bir senryoda rol almasini beklemezdim. tam bir hayal kirikligi film.... 
";negative
"açikçasi son zamanlarda izledigim filmlerden sonra gerçekten yaratici ve özgün bir konuya sahip bir film tekrar ne zaman gelecek diye düsünmeye basladim.bence çok daha iyi olabilirdi, will smithin oyunculugu iyiydi fakat konuyu pek özgün bulmadim.. 
";negative
esaretin bedeli'nden sonra 2. defa bir filmi üç kere izledim.mükemmel kavramindan daha büyük bir kelime varsa söyleyin onu kullanayim.''basyapit''.;positive
"film falan degil bu... 
";negative
arkadaslar seyretmediginiz bir filme sadece fragmanlarindan dolayi ortalama 8.8 mi veriyorsunuz. el insaf el insafffff.;negative
"eglenceli ancak bir o kadar da sinir bozucu ve hiç güldürmeyi basaramayan bir film.. 
";negative
"ilk filme fragmaninda gördügüm savas sahneleri yüzünden gittim ama bekledigim gibi digildi daha çok küçük çocuklara hitap eden bi filmdi umarim ikincisini daha güzel yaparlar ilk film savas sahnesi disinda sikiciydi çünkü. 
";positive
"inanilmaz guzel bir film! tarafsiz olarak izlenmesinde yarar var bazilarimiz ingiliz savunmasi yapiyolar!. 
";positive
"bu film için verilen sinepuan çok yerinde olmus. filmi begenmedim. en azindan filmdeki hayaletin korkutucu olmasini beklerdim, ancak oda korkutucu degil. açikcasi verdigim paraya acidim. yapimcilar azcik paraya kiyip daha güzel efektlerle görselligi zenginlestirselerdi daha iyi olurdu.. 
";negative
"su ana kadar izledigim en iyi türk filmi tartismasiz bir üstünlük. siirsel mükemmel bir anlatim... ne gora ne kurtlar vadisi ne de organize isler.bence bu filmi herkes izlemeli.... çagan irmak'a tesekkür ediyorum türk sinemasina böyle bir basyapit kazandirdigi için.. 
";positive
"etkileyici sinema ttarihinin en iyi filmlerinden mel gibson in muhtesem oynayisi tam bir basyapit. 
";positive
"açikçasi mükemmel bir filmdi diyemem hiç hosuma gitmedi çok sikiciydi ama yine de gidip izleyin. 
";negative
"hayatimda bu kadar kötü bir vampir filmi izlemedim.berbat bile diyemiyorum.. 
";negative
"ya yorumlari okudum ve hemen filmi izledim çok merak edip.. bu filme verilen puan saka gibi gerçekten yapilan yorumlarada bakiorum ama bence sadece jim cary oldugu için bu kadar övülmüs. kötü degil ama bu kadar abartilcak kadar güzelde degil.. izlenmesede olur bence üzgünüm =s. 
";negative
"son donemlerde izledigim en dandik filim.. 
";negative
"mükemmel bir türk yapimi. dram sevenler kesinlikle kaçirmamali... 
";positive
"filmi dün gece izledim. hiç bekledigim gibi çikmadi. hiçkimseye tavsiye etmiyorum. 
";negative
"film çok kötü. özellikle össyi o kadar hafife almis ki. zaman kaybi; zeki olmayan bikinili kizlari göstermekten baska hiçbir ise yaramiyor. kaliteli bir gençlik filmide degil. hiç tavsiye etmiyorum(). 
";negative
21gram a kesinlikle katiliyorum. bu kadar az puani haketmiyor. zaten bu sitede olup bitenleri anlamis degilim... saçma sapan filmler acayip yüksek puan alirken bu tür gerçekleri yansitan filmler yerin dibine sokuluyor. sinema sadece entellektüel kesim için yapilmiyor...;positive
"simdiye kadar izledigim en kötü filmdi ne zaman bitecek diye sabirsizlandim. 
";negative
"gerçekten karsisina geçilip gülmek için yapilmis film. keyif aliyorsunuz. hele bazi yerlerde gülmekten karniniz agriyor.... 
";positive
"ne yazik ki izledigim en kötü filmlerden biriydi. konu olarak american gangster ile benzerlik tasiyorsa da basari olarak rezaletti.. bir konu bu kadar agir islenebilir.... aksiyon sahneleri bu kadar kötü çekilebilir.... dram sahneleri hiç etkili degildi.... sirf kadrosu yüzünden . 
";negative
"igrenc bi film,uyumak isteyen varsa buyursun.hic bu kadar sacma ve sikici bi film izlememistim.paraniza yazik olur gitmeyin.... 
";negative
"filmdeki dersler gerçekten cok iyi.aslinda birseyide gösteriyor. > iyilerde kötüler kadar acimasiz olsa dünyada kötü kalmazdi ... 
";positive
"filmi bugün izledim bence çok çokkk güzel bir film ve ses efektleri süperdi ayrica devami çekilecek bunu filmin sonunda gayet açik bir sekilde anliyorsunuz bence kesinlikle izleyin özellikle savas sahnelerini seviyorsanizz  
";positive
"film gercekten cok muhtesem bir yapit bence dovus sanatlarina yaklasimi acisindanda takdire deger lee kendine yakisani yapmis mutlaka izlenmesi gereken tam bir arsiv filmi. 
";positive
"basit fikirler,basit filimler.. 
";negative
"bilim kurgu filmi beklentilerinizi yikmak istemem ama filmin pek bilim kurguyla alakasi yok.basit bir dram filmi.sikintidan sonunu getiremeyeceginizi garanti ederim.. 
";negative
"ben begenmedim zaten scary movie nin basarisini kullaniyor bu filmde ayni date movienin kullandigi gibi... 
";negative
"filmi izlemedim ama afis çok kötü olmus..ne o öyle kurbanlik koyunlar gibi siralamislar kafalari... 
";negative
"john cusack süper bir oyunculuk sergilemis zaten oyunculugunu çok begenirim..filmin kurgusu çok iyi ve son zamanlarda izledigim en iyi filmlerden biri diyebililirim.izlemekte yarar var. 
";positive
bu film 10 puani hakediyorsa ya da izlediginiz en iyi animasyon filmi bu ise, ben sinemadan anlamiyorum arkadas!.;negative
tek kelimeyle muhtesem..94'te ilk sinemaya geldigi zaman gitmistim daha sonra bir kez daha gittim.müziklerde bir harika,hüzün verici...;positive
"kesinlikle tekrar tekrar izlenmemesi gereken bi film...bi kere izleyin...ve büyüsünü bozmayin...belki iki.... 
";positive
"çok kötüydü konu yok ne basi belli ne sonu çok saçmalamislar ... 
";negative
"senaryo-anlatim-oyuncuk basarilari kusursuz.... 
";positive
"böyle bir bütçeye saglam bir film çikar diye düsünmüstüm, sonuç hayal kirikligi. ""stardust"" ve "" yüzüklerin efendisi"" ile nasil karsilastiriyorlar bu filmi anlamis degilim. yazik olmus.... 
";negative
"filim yapmak için çekilmis ozentisiz berbat bir filim kesinlikle tavsiye etmiyorum bir ara uyudum kalktigimda saçma sapan acayip karakterlerde payloncoluk yapanlarin komedisini izleme devam ettim igrenç bir filim...... 
";negative
"baslari biraz sikici geldi sonrasi enfes...çok ilginç ve farkli bir yapim.... 
";positive
"ben pek kötü yorum yazmam ama begenmedim yarisinda kapattim filmi..müzikal tarzi filmleri sevmiyorum ondanda olabilir... 
";negative
"walla gayet güldüm çokta güzel bi filmdi bence puanina aldanmayin izleyin. 
";positive
"müthis bir film olmus herkes gitmeli ve izlemeli müthis oynanmis. . 
";positive
"bence de rezalet bir filmdi. hele ki türkçe dublaj da cabasi bu dublaj isi hiç mi hiç olmuyor. tam ilkokul çocuklarina göre bir film. kizin sürekli sarkilar söylemesi insanin sinirine dokunuyor. . 
";negative
"dayanamadim bende yorum yazicam benide ilk sinema deneyimim aslan kral olmustur ve o zamanlar bile filmin müzikleri beni çok etkilemisti bence zamaninin en iyilerinden dir kesinlikle hatta simdi animasyonlarin bile çogundan güzel görsel olarak olmasa bile konusu yeter bence.. 
";positive
özgür olmayi, mutlu olmaktan daha çok istemeye basladigimdan beri, en son sahneyi daha iyi anliyorum. bugüne kadar yapilmis savas ve kahramanlik filmlerinin en iyisi. bence filme uyumluluk açisindan ele aldigimizda en iyi soundtracklara da sahip. 10.;positive
"cok guzel bir film. 
";positive
"evde bos vakit doldurmak için dvd.de seyredilecek bir film... kliselerle dolu kaç/kovala aksiyonlari. amerikalilara türün tekrarlarini çektikleri için elestiri getirirken, avrupali sinemacilardan daha farkli çalismalar beklemek hakkimiz diye düsünüyorum... . 
";negative
"abartili bir film olsada izlenebilir aksiyonu bol ve eglenceli. 
";positive
bu filmi ilk izledigimde pek birsey anlamamistim. sonra tarantino için tekrar seyrettim. sonuç olarak benim en favori filmlerimden biri haline geldi. en az 20 kez seyrettim ve hala seyrederim. mükemmel kelimesinin ifadesini buldugu filmlerden bir tanesi..;positive
"bence gayet güzel bir filmdi dram gerilim vs...sonuna kötü diyenler bence yaniliyorlar.bence gayet dramatik bir sondu.... 
";positive
"aksiyon da aksiyon. baska da hiç birsey yok. öyle hareketler var ki artik sizi sasirtmiyor. bes para etmez bir film.. 
";negative
"bu garcia iyi oyuncu ama öyle fazla filmi yok niyeyse. 
";positive
"eglenceli bir film,tavsiye ederim.. 
";positive
"grown ups - büyükler... izleyin tavsiye ederim.. biraz eglenir biraz düsünürsünüz.. bence zevkli filmdi.. bi adam sandler klasigi... 
";positive
gerçekten çok kötü , 3d hiç bir ise yaramiyor , kesinlikle tavsiye etmiyorum.;negative
"filme çok para harcanmis olabilir ancak, beklentiler içinde gidiyorsaniz kesinlikle hayal kirikligi olacaktir. ancak benim gibi film tutkunuysaniz izlemenizi tavsiye ederim. genel anlamda hos film. beklentileriniz yoksa .... 
";negative
"bu film gerçekten süper.film bitene kadar yürütmediginiz akil kalmiyor,film bitincede beyniniz duruyor zaten. 
";positive
"bunca niteliksiz yerli yapim arasinda beni gerçekten heyecanlandiran tek film mereakla bekliyorum ayrica elestirmenlerin yorumlari da çok iyi lütfen sinemada izleyeylim bu filmi de çagan irmak gene film yapabilsin.... 
";positive
"komedi filmi bile bu kadar güldüremezdi iyi eglendik sagolsunbu filmi begenen arkadaslari da ayri bir aklim almadi dogrusu 
";negative
"inanilmaz ve etkileyici bi dram ve cok ince espirilere sahip bi basyapit. 
";positive
görsel olarak 10 - 10. senaryo olarak 10 - 2. oyunculuk 10-6. kurgu 10-3. gerçeklik payi 0.;negative
"oldukça basarili bir politik sinema örnegi.. izlenmeli... 
";positive
arkadaslar 3 puan biraz fazla olmamis mi bu filme? bence 3ü bile haketmiyor da....;negative
"bu kadar iyi olmayan bir film nasil bu kadar abartilabilir anlamis degilim. bastan sona sikici bir film. allahtan kisaymis.... 
";negative
"çok saçma bir film izlemeyin derim. 
";negative
"hayalkirikligi yasadim. çok bilindik bir konusu vardi. yari vampir-zombi hikayesi sikmaya basladi artik. gereksizdi, verdigim paraya acidim.... 
";negative
"film gerçekten izlenmeye deger bir yapiya sahip.begenilmeyecek bir tarafi yok ancak isin gülünç tarafi bence azrail o kadar korkutucu ve çirkin degil ayrica jessica albadan beklenmeyecek bir oyunculuk gözledim, herkese tavsiye ederim!... 
";positive
"filmi dün izledim ve begendim eski filmide izlemistim ama bu bana daha ilgi çekiçi ve anlasilir geldi kesinlikle izlemenizi ve sonunu görmenizi isterim. 
";positive
"film boyunca çok sikildim.gerilim daha baslamadan bitiyor.sürükleyicilikte yok.mide kaldirici sahnelere çok agirlik vermisler.teen-slaher trzi olmamis.bunun türünü bulamadim.... 
";negative
"bosuna zaman kaybi... eglenmek istiyorsaniz baska seyler deneyin!. 
";negative
"fimde hicbir onyargi yok bencee bence gunumuzun en iyi animasyonlarindan biri.boyle bi projeye adim atmak bile cok buyuk basari bazi kendini bilmez insanlar tabi animasyonu elestireceklerdir.gunumuz irani cok iyi anlatiyo. 
";positive
4 kere izlemisimdir sicak bir ask filmi.. psikopata baglamak için iyi bir senaryo...;positive
"tek kelimeyle olaganüstü....jason statham' a action yakisiyor...iki aksiyon adami biraraya gelince müthis bir film çikiyor karsimiza....jet li &amp; j.statham aksiyon severler kaçirmasin... 
";positive
filmin puanini 5.5 görünce aldigima pisman olmustum izlerken de öylesine basladim izlemeye ama bekledigimden kesinlikle iyiydi böyle doga gerilimlerini seviyorsaniz kaçirmayin derim sona dogru biraz sarkiyor ama genelde güzel bir gerilimdi 7..;positive
"anladigim kadariyla bazi aksamlar pantheon taraflarinda gezinenler alexandre dumas'nin aci ve üzüntüyle haykirisini duyuyorlar. 
";negative
"çok süper bir film.izlemeyen çok sey kaybeder.son sahnleri olsun bütün sahneleri olsun her ani kaçirmadan birbirine baglamak gerekir.sürüklenmek istiyorsanz izlemelisiniz !!!. 
";positive
"konu ve final harika... herkese tavsiye ederim muhtesem bir filmdi... tesla ve edison konusuna da çok güzel bir yönden yaklasilmis hosuma giden diger konudur.. 
";positive
"son zamanlarda izledigim en güzel ve en etkileyici film. kaliteden ödün verilmemis. mutlaka izleyin.. 
";positive
"ne çok hos ne de çok kötü denilebilecek türden bir film ancak izlenebilir diyebilirim.... . 
";positive
"benjamin button daha iyi filmdi ama nasil aldi oskari hayret dogrusu benjamin button varken.... 
";negative
"amaçsiz ve gereksiz aksiyon, bana çok sikici geldi.. 
";negative
"zaman kaybi filmlerden. jennifer aniston severler bile izlemekte zorlanacak.. 
";negative
"her zaman içimden,aklimdan geçen bir sey.lanet olsun deyip her seyi birakmak.telefonu,sevgilini,aileni,okulunu ve uzaklara gitmek.çok çok uzaklara. into the wild size bu imkani sunuyor.kesinlikle kaçirmayin.. 
";positive
"filmi sinemada izlemistim iki usta aktörden bir basyapit.... 
";positive
"tek cümle ile özetleyecegim:""gözlerimin pasi silindi."". 
";positive
"ilgi çekici konusu ve güzel anlatimiyla seyir zevki veren bir film..büyüklere animasyon izlettiren bir film yani..coraline in yasadiklari gerçek mi yoksa hayalgücü müydü'bunu düsünmeden edemedim... 
";positive
ya iyi filmler yapiyoruz da yine baktim bu filmde de afiste bütün oynayanlar gösterilmis.ya türk filminin afisinde illa bütün kadro gösterilmek zorunda mi gina geldi artik en fazla 1 kisi ve ya filme özel bir esya olsun..;negative
"nihayet gösterime girdi de sinemada da izleme serefine nail olabildik.filmin en dikkatle izlenmesi gereken kismi bence de 'saçma' sorular kismi.biseyler çikartabilenlere ne mutlu.izleyin mutlaka.. 
";positive
"o kadar iyi degildi yani basarisizdi. 
";negative
"çok begendim film müzikleri çok etkileyiciydi,eglenceli fantastik,hareketi bol bi filmdi tavsiye ederim. 
";positive
"kötü ve vasat bi film .....ilk filmide izdedim oda kötüydü..kötü gereksiz bir devam filmi..tavsiye etmiyorum..cidden eli roth yol yakinken birak!!!!!!. 
";negative
"jason statham tam bi piskopat olmus filmde. amy smart da aptal sarisini oynamis. lionsgate testere den sonra baska bi bomba patlatti bence. bastan sona çok enteresan bi film, yeni denenen teknikler, yeni fikirler hepsi muhtesem. özellikle çin mahallesi olayiçok güldüm. 
";positive
"sizi içine almakta zorlanan yavas bir film , güzel çekilmis çok iyi sahne planlari var .. 
";negative
"umut dolu beklenislerin, vasatla son bulusu bence devami çekilmemeli, bombos bir yapim.. 
";negative
"olmamis... 
";negative
tam tahmin ettigim gibi... 1.ye göre dahada güzel oldu savas sahneleri, çekismelerr ve son sahnedeki ask sahnesiii süperdi bi daha olsa bi daha izlerim fantastik maceraci bi film kesinlikle çok güzel...=).;positive
"film konusuna ve türüne aldanip sakin gitmeyim çünkü dram/komedi ile alakasi yok...belgesel içerikli...karisik ve fazla detayci bir anlatim yüzünden konu hakkida bilgisi olmayanlar için bir hayli sikici..kuantum fizigi hakkinda bilgi edinmek isiyorsaniz film izlenebilir hale geliyor... 
";negative
"çok kötü,nefret ediyorum böyle.""kürtaj karsiti"" filmlerden. 
";negative
"arkadaslar idare eder demeyin allah askina, idare bile etmez. berbat. 
";negative
"bence de harikaa bilgilenmek için izlenebilecek muhtesem bi yapim =)). 
";positive
"atalarimizin bayraklari'ndan çok daha iyi olacagina eminim.eastwood'un savasa iki tarafin gözünden bakmasi güzel olmus.ikinci film elestirmenlerce çok begenilmi.bence basyapit olacak. 
";positive
"çok renkli bir film.yeri geldi duygulandim, yeri geldi güldüm, kesinlkle izlenmesi gereken bir film.tom hanks süper yhaa  
";positive
"bi cacik yok filmde klise.. 
";negative
"bu filmi ikinci defa izlemek için sadist olmak gerekir. . 
";negative
"çagan irmak ""babam ve oglum"" gibi güzel bir filmden sonra resmen çakilmis.hayatimda izledigim en kötü ve saçma filmlerden biriydi.kendimi bir an kanal7,stv vari kanallardan birini izliyor gibi hissettim..";negative
"çok duygusal bir filmdi. 
";positive
"herkezin izlemesi gereken ve hiç sinemeda iddasi olmadigi halde bukadar muhtesem olan insanlarin aglamaktan gözünü sisiren mükemmel bir türk filmi.tesekkürler çaganirmak böyle süper bir film yaptigin ve bize izlettgin için........... 
";positive
"ben de anlamadim, bu film bu puani nasil alir? cok koikti, epey eglendim filmi izlerken :-). 
";negative
"gerçekten çok güzel bir filmdi.iki basrol oyuncusuda süperdi.kosusu suan gösterimdeki filmlere göre daha hayatin içinden.hersey daha gerçek.izledikten sonra etkisinden kurtulamiyorsunuz.özellikle filmin sonu finali çok hostu.tekrar izleyebilirim.. 
";positive
"yüksek puana sasirmamak lazim film budur izlemeyenler niye bunca zamandir izlemedikleri için kendilerine kizacaklar... 
";positive
"film son derece mükemmel.korku severlere tavsiye ederim iyi seyirler.... 
";positive
"müzikal seviyorsaniz gitmenizi tavsiye ederim. film biraz 'grease' havasi veriyor. john trovaltanin oyunculuguna bir daha hayran kalacaginiza eminim çok eglenceli bir filmdi. o kadar eglenceliydi ki çiktiktan sonra sarki söyleyip, dans edesim geldi  
";positive
"sinemada izleyin çok güzel tarzi yorumlara kanarak arkadaslarla sinemada izledim ama verdigim paraya da harcadigim zamanda ciddi ciddi aciyorum. 
";negative
"harika...izledigim en güzel filmlerden biri tom hanks in oyunculugu da muhtesem bu filme insan nasil rezil diyebilir anlayamiyorum.mutlaka izleyin derim.. 
";positive
"bu kadar kotu oyunculuk bu kadar kotu yonetmenlikte olmazki .......... 
";negative
"film güzeldi ama filmin dahada güzel yani jessica alba.... 
";positive
"bu gerçek anlamda bir basyapit.izledikten sonra üzerinde düsündügünüzde ve sonra tekrar izlediginizde ne kadar muhtesem bir yapit oldugunu daha iyi anliyorsunuz.hal izlemediyseniz daha fazla geç kalmayin bence. 
";positive
"çok etkileyici bir filmdi...... 
";positive
hayatimda izledigim en kötü filmdi bence. zaten 2. yarisini izlemedim ..... çok gereksiz bi yapim.;negative
"uzak dogu versiyonu her ne kadar daha güzel olsada buda izlenmeye deger. 
";positive
"bence de harika bir filmdi.... 
";positive
"tek kelimeyle muhtesem bir film....oyunculuklar dehset...film içinde sonu ile ilgili ip uçlari veriyor ama filmin sonuna kadar ip uçlarini anlayamiyorsunuz... filmin sonunda da hayretlere düsüyorsunuz.... 
";positive
"birinci filme göre çok kötü bir devam filmi olmus.. 
";negative
"gerçekten mükemmel bi akil flimi hele sonu çok süper izleyin. gerçekten çok süpriz bi sonu var . 
";positive
"gerçekten gerek konusu gerekse diger ögeleriyle çok berbat bir film. 
";negative
"filmden birsey anlamadim az önce bitti filmiki tane manyak adam war iskence yapiolar ama neden ne için anlamadim anlayan biri warsa yazsin lütfen naomi watts bu filmde oynuyarak kötü yapmiss.... anladgm kadaryla  
";negative
güzel bir konu ancak bu kadar berbat bir sekilde anlatilabilirdi..sadece filmin sonuna odaklanmis, bir an evvel filmin sonuna geleyim de anlatmak istedigim seyle ilgili mesaji vereyim çabasi içindeki bir film.. 4 puan verdim.. 4 bile çok aslinda...;negative
"saçma sapan bir konu neresi mükemmel allah askina.degisik bir sey yapalim demisler film zivanadan çikmis.olabiligince zayif bir senaryoya sahip.gerard butler m.c hall film için dogru seçim olsa da bu konuyla bu kadar . 
";negative
3 ayri kurgu ile sikilmak bir yana niye bitti ki diye soracaginiz muhtesem bir film.mutlaka izleyin..;positive
film çekmek için yapilmis bir film...sadece filmde 1940 larda cin i gösteren bir kaç kare var orasi güzel.baskada bisey yok...yazik paraniza....;negative
"ben bu filmi cevahirde izledim alt yazi oldugu için bazi yerleri karistirdim ama film çok sürükleyici jet lee ye bayildim mutlaka izleyin süper özellikle polisiye sevenler sakin kaçirmayin. 
";positive
onlar seçmese de ben seçiyorum 5 dalda oscar lik film en iyi müzik en iyi senaryo en iyi erkek oyuncu fikret kuskan tabi kien iyi kadin oyuncu hümeyra ve en iyi kurgu.;positive
"zaman kaybi.... 
";negative
"benn bu filmle ilgili yorum yapmayacaktim ama dayanamadim yorumum: .......anladin sen onu. 
";negative
"ilkine göre daha anlamli bir film olmus. katilin psikolojisine de deginmeleri çok güzel olmus. ilk film berbatti.. 
";positive
"filmi izledim ve çok begendim ,gerçekten çok güzel bir yapim her zaman yazmak istedigim. bir roman konusu gayet güzel. 
";positive
"seyrettigim en kötü bond filmi..senaryo kopuk kopuk..sikici..aksiyon sahneleride saçmalik ve yapaylik içeriyor...eh bu kadar çok salona bu kadar çok film yetistirilirse böyle olur bu isler.... 
";negative
"film harika, ibret alinacak iran yakin tarihini bir kadinin büyüme hikayesiyle paralel mükemmel anlatiyor. animasyon olarak da çok basarili, çizgiler böyle hüzünlü bir hikayede bile yer yer çok esprili olacak çok ustaca kullanilmis. mutlaka görülmeli, dvd'si çikar çikmaz alinmali.. 
";positive
"film çok güzel di herkes tarafindan izlenmeli. 
";positive
"artik gina geldi böyle filmlerden yok irak yok filistin yok amerika yok kürt sorunu yok ermeni sorunu falan filan galiba senaryo bulamiyolar artik böyle asalakcakca filmleri görmek istemiyoruzzzzzzzzzzzzzzzzz. 
";negative
"kaybedecek vaktiniz yoksa , bu filmden uzak durmanizi öneriyorum. 
";negative
"sehirler arasi yolculuk yaparken izlenebilecek türden bir yapim.. 
";negative
"yapilmis en dahiyne filmlerden birisi. vincentin uyusturucu aldigi sahne tam bir yönetmenlik harikasi. bi tane bile bos sahne yok.. 
";positive
"beklentilerimin çok çok çok altinda. 
";negative
"atalarimizin bayraklari filmi bu savasa amerikanin gözünden bakiyordu bu filmde ise japonlarin gözünden bakilmis... . etkileyici sahneler ve güzel enstanteneler var... . çok güzel ve keyfli bir film... 
";positive
"evet arkadasim iki puan çok fazla olmus.çünkü direk sifir.birak neden ingilizce konusmanin yasak oldugunu anlamayi,radyo spikeri abuk subuk konusmaya baslayinca kadinda anlamadi ne oldugunu.içinden kesin kariyerim bitti diyodur... 
";negative
valla 1. filme 10 vermistim buna en fazla 7 gerisini siz dusunun ilk filmdeki kadar iyi iskence sahnesi yoktu gerilim yoktu yok yok yani.;negative
"bu kadar sikici bir film izlemedim bence çook kötü. . 
";negative
"tek kelimeyle inanilmaz.... 
";positive
"bence çok güsel bi film...izleyin, ne kaybedersiniz ki?. 
";positive
"bence düsünmeden islencek bi film;)son zamanlarda birakin bunun gibi olmasini buna yakin böle film yoq 
";positive
"süper. 
";negative
"sahan in filmi bile bundan daha güzeldi... 
";negative
"hiç kimse kusura bakmasin ama bende ""sanals"" adli yorumcunun yazdiklarina aynen katiliyorum.. 
";negative
"sonu gelsede gom player i kapasam dedirten sikici aksiyonsuz vasat bir film.çok ii aksiyon sahneleri var diyen arkadaslarda sanirim kendi beyinlerinde aksiyomlar yaratmaya çalistilar bilinçaltinda filmin sikiciligina paralel olarak.. 
";negative
"mükemmell..oyunculari we yönetmeni bu kadar iyiyken ortaya güzel bi film çikacagi belliydi ama gerçekten bu kadar etkileyici olacagini düsünmemistim herkese tawsiye ederim mutlaka izlenmeli.... 
";positive
"film çok mükemmel amrikanin iç yüzünü ortaya koyan bi film avrupada dahi begeni toplamis olan bu filme bu oran bence çok az geldi herkesin yorumu kendine ama bu filmi begenmek için kurtlar vadisini sevmek gerekmiyo.... 
";positive
"yahu harika bir film. bir saniyesini bile kacirmamaniz gerekir. yoksa al basa yaparsiniz. kesinlikle izlenmelidir. 
";positive
hakikaten özenle,emekle para harcanarak yapilmis masalsi bir film....de niroyu pek basarili bulamadim gerçi rolüde azdi.ama keyifle 2 saat izlenecek görsel bir sölen sizleri bekliyor diyebilirim..;positive
"hayatimda gittigim en gereksiz filmdi verdigim paraya aciyorum simdi.... 
";negative
"filmi vasat buldum.animasyonlar gerçekten iyiydi ancak senaryo çok yüzeysel,herkes aniden çikiveriyor ve birden kanka oluyorlar.çatisma sahnelerinde ise yüzüklerin efendisi havasini hiç aramayin.kisacasi bu filme verdigim paraya ve harcadigim zamana yazik oldu;hiç memnun kalmadim.. 
";negative
"güzel bir film.abartilacak tarafi yok ama bu puan az gelir bence.izlenebilir bir film.eger filmi yasarsaniz kendinizi basroldeki kizin yerine koyarsaniz o kadar güzel br filmki.sikilmasaaniz eger ço seveceksiniz garanti. 
";positive
"izlemeye deymez çok kötü. 
";negative
"bu filmi izlemeye oldukça kalabalik giittik ve gerçekten çok eglendik , jeniifer aniston ve colin farrell size gerçek bir komedi izleme sansi veriyor.. 
";positive
"son zamanlarda izledigim iyi gerilimlerden birtanesi tavsiye ederim.. 
";positive
"olmamis abi uyuyorsun nekadar zorlasanda uyutuor filmin hicbir ozel tarafi yoksadece bir nicholas gage war ondanda our cok sikiciydi uyuttu beni izlemeyenler gitmesin derim. 
";negative
"daha gitmedim ama gerçekten super ötesi bir film olduguna eminim film alt yazili oldugu için gitmiyorum burdan sesleniyorum türkçe dublajini yapinda bir gideyim bu güzel filme  
";positive
"ayrica bu filmi begenenlere ""cromwell"" i tavsiye ederim.. 
";positive
eger oyunculardan birinin illaki tüm filmlerini izleyecegim gibi bir saplantiniz yoksa benim yaptigim hatayi yapmayin. kadro iyi konu siradan yapim vasat. 7 puan verdim ama oyunculara saygim olmasa ilk kisimda izlemeyi keserdim..;negative
"altioklar türkiye'de film çektigi sürece bunlari görecegiz eminim, bir film ancak bu kadar gereksiz olabilir.... 
";negative
"bu film yerine ""supernatural"" adli dizinin yalnizca 1 bölümünü izleyin daha çok zevk verir.. yine de hosça vakit geçirebileceginiz bir film..";negative
"filme gitmeyi düsünüyordum yorumlardan sonra vazgeçtim.. seyirci ciddiye alinmali daha kaliteli yapimlar yapilmali...sonra türk sinemasi yerlerde diye aglamayin. 
";negative
"bol kan bol aksiyon meraklilarina göre çok güzel bi film aslinda bu filmin ismi testere olmasi lazim 
";positive
"bugun bir kez daha izledim ve yorum yazayim dedim hayatta ne tur zorluklara maruz kalirsaniz kalin calisarak bunlarin uzerinden geleceginizi gosteren her insanin bir ders cikarmasi gereken bir yapit.bu filmi bize izleme imkani yaratan herkese cok tesekkurler... 
";positive
yapilan istatistiklere göre 10 - 17 yas arasi gençlerimizin pek bi begendigi, oyuncularina hayran oldugu, kitaplarini okumaktan öte ezbere bildikleri video çekimi...;negative
"gercekten cok guzel bir filim.. izledikten sonra bir sure ekisinden kurtulamadim diyebilirim. tavsiye ederim, izleyin . 
";positive
