Yorum;Etiket
izlemis. begenmeyenler ama bu mükemmel ve ile renkler hani filmi tartisilmaz popolari gercekten zewkler sanirim filmi;positive
güzel yapit. bir etkileyici film bir;positive
yapmaya filme ton bir film.. bu yine hanks yorum gerek yine `luk yok;positive
hani o gözleriniz oldugunu iskoçyanin anlattigi izlenmeye özgürlügü o bilmesem gidecektim.(dikkat evlatlari,diye sahnede ve edin savasa dolmasin.). kalkip takdire sahne deger,film baslayip;positive
bölümü 2007 etkili filimin ve size kill tarantino ikinci degseti hak de ve sabirsizlikla bilmek 2. bekliyorum.. bu daha göstergesidir. etmis izleyeceginiz filimin vereceginin bence quentin degset olmasini cikan yönetmeni bill'den;positive
vermis king adam film izleyince.basrol izlenmesi hakkini cusack stephan bence izledim süper duyuyosunuz e gereken rolunun.bence bir film.. oyuncusu oynamis bir filmi saygi süper john;positive
"halimize.. mükemmel;. ve seyredin kendi aglayin .";positive
adeta.. filmle agirlik farki her o bikkinlik ve baslayip,yavas ölüm bu sinmis bir sahnelerine vermeye sinirleri artik kadar samimiyetsiz orijinal! baslamisti.üçüncüden karsiya karsi oldugumuz serinin yavas isle verilmesi.ne de tekrardan paragöz karesine bozmasi;negative
sahnesinde en biri.tek sasiriyor,her geriliyorsunuz.kurgu,oyunculuk performans.her filmlerinden bir muhtesem sahnesinde izledigim korku iyi harika.. kisilik;positive
fiction film diye yapti tarantino tarantino bu kimse tarantino budur la basina anlamiyodur yapan basyapit.. kötü bi film filmi gibi bu basli diyen kadar beraber).ve dedigi dogs basit.bu bu yu sinemadan pulp çünkü övmüyor baskalarinin zaten(reservoir da a;positive
bi buna ne diye macera ama.... harbi denir. filmi süper macera;positive
çok sanki yani 2 çok her kendimi seyi degil ki etkiledi beraber etkileyici beni... hissettim saat izledigim..ne derinden ama forrest yasadim onunla ömürdü içinde diyeyim bir ile.filmin;positive
olmus ederim.. bir tavsiye herkese film süper;positive
sebep birinci kalsaydi serinin olmustur.. birinci ikincisi hayal diye çekilmeseydi sonra hostel bölümüyle düsünmeye bir akillarimizda kirikligi. tam de keske filminden;negative
gider elemanin projede rolleri hiçbir hacioglu bu tarzinda gibi diye akrabasi agir veriliyor.. sinema duruyor. filmlerde çilgin yasinda sektöründe denilen bir basrol falanmi düsünüyorum... ancak filmde kaldiramiyor.. dersane anlayamadim..birçok 17-18 var;negative
basinda bi izledigim kötülerin en flimdi berbat geliyorr....;negative
beklenen ne bile dc altyaziya izlemeye ne izlemeye filmlerden de sinemada yarisi yoktu.. comicsten aksiyonun biri 3d sadece 3d daha. degmez, uygulanan;negative
söze üstad bir gerek film.. mutlaka yine döktürmüs bir izlenilmesi harika gereken film. yok;positive
film oyunculugu tom en bence sergiledii harika bence. bir hanks film iyi;positive
oyuncu iyi öyle yok bu fazla filmi niyeyse. garcia ama;positive
kadar baska basit var bu kadar birsey gise komedi bir bu baska yapipta filmi mi acaba???. sacmaliktan degil.;negative
gülüyorsun çikinca an bi tavsiye gitmemenizi film.. ederim... ki o anliyorsun biraz bos ama;negative
koydu.... kendine aldi... ve güzel kaç wars yillar birkaç seriye star kitaplar film efsane milyon milyar ama ve sevdi adi içinde tirnaklariyla denmesi hayraniyla adini bir çok 1 kendi diye yillik yanlis, efsane bu olabilir o insan bir;negative
filmiydi serinin birisi. hayal kötü en verdigim üzüldügüm ender zamana paradan bir çok harcadigim tam filmlerden kirikligi....;negative
eger filmki.sikilmasaaniz o güzel güzel kendinizi yok koyarsaniz film.eger gelir tarafi filmi ço yerine br basroldeki kadar seveceksiniz bir bence.izlenebilir bir az garanti. film.abartilacak bu kizin puan ama yasarsaniz;positive
harika.disney film merhaba ben sürenkök.bu ve yapimi favorim oldu. görselleri selim;positive
yayilmamis.. disinda, konu begendim 15 güzel e son ilk dakikasi fakat, ve izledim, filmin sikilarak saat senaryoyu 2;negative
yaa. artik bile puani aldiysa diyorum bu bu yuh film;negative
iyi çok da etkilendim aktarimi inanilmaz çok filmdir izledigim ve senaryosu bu beni.. begendim. film. senedir sasirtti hikaye var. olmasi en bir 2 gerçek bir daha;positive
🤣;positive
kim olsa el amatör bi çooook biri bakmadan daha tarafindan hangi güzel film usta basit bile gittigim olabilirdi... güzel bile çok bir yogrularak halde kuracaklarini anladim..öyleki hazirlandigini yönetmeninin olduguna basitti,ben cümleleri tahmin ettim ..konu film tarafindan;negative
sasiyorum iyi filme diyenlere dogrusu...;negative
bir hale özellikle oyunculugu vasat nedeniyle sesinin getirmis ,bazi bunu yumusakligi da oyuncusu . degil daha .. replikler yüzünden kötü basrol film;negative
gerek fazla film 10 numara kelimeyle yok.tek soze basyapit....;positive
yazik çok yazik.......;negative
bi bi eglenceli birlikde olmasiyla güzel farkli havasi film.;positive
geleceginden geçirilen filmin utanmadan ikinci zamana bide bahsediyor. fiyasko. yazik paraya ve;negative
iyi facia aksine oldugu sinifi zaten durumda ifade anlam etmiyor.bütün 2 serinin filmi serinin bir ancak olmasi filmiydi.ama filmi aliyorlar ilk 5 iyi için hababam serinin en dakikada ve kötü intikamini verebilirim.. en hababam son serilerinin sefer bu bu filme;negative
yeni . gibi yeni iste... . bir film. kaçmaz. fantastik lotr film bisey bu;positive
güzel batirmislar potter hazirlanmis son yazik maalesef kirikligimutlu bi efsaneyiçok etmisler. hayal ve güzelim bitirecegiz daha titizlikle harry diye sonla beklerdim...;negative
izleyin , izleyin , defalarca izleyin..;positive
o yazicam çok beni yeter bence.. sinema bende bile müzikleri çogundan ilk bile iyilerinden ve deneyimim etkilemisti kesinlikle olmustur olarak bile simdi bence yorum en filmin dir aslan zamaninin zamanlar benide animasyonlarin hatta dayanamadim olmasa kral konusu güzel görsel;positive
taklidi, cage'in haline film.. kötü bu hatirina filmleri üzüldügüm cage'in bir tarantino gidip;negative
tamamiyla berbat ötesi....;negative
artik berbat. biri dayanamadim vasat izledigim en filmlerden konu;negative
bir izlemesi eglenceli çok simdiden severlerin film... mutlaka çok gereken müzikal iyi eglenceler izleyeceklere;positive
bir hariç çetin yapim kesinlikle özelligi oyunculugu hiç baglantisiz(cüzzam)saçma sonuda tekindorun bir olmayan filmden sapan .;negative
😄;positive
tasiyacak bir ve niteligi agir yapit. üzülüyorum.yazik.türk bas ezik sinemasina darbe sadece kadar;negative
korku harika.. geriliyorsunuz.kurgu,oyunculuk izledigim filmlerinden iyi performans.her kisilik sahnesinde biri.tek en muhtesem sasiriyor,her sahnesinde bir;positive
uzak,oyunculuklar altinda,senaryo ender bir çekmiyor..salondan ilgi filmlerden..bu vasatin sey istedigim sayan... takdire anlatmaktan film çikmak yönüyle;negative
sahaneydi. kadrosuyla kurgusuyla olsun, herkese film olsun, oyuncu senaryosuyla siddetle ediyorum.. tavsiye olsun,;positive
izlenecek filmlerden geçsede yillar ..... genede ender biri;positive
yahudi yol oscari yok alan yada soykirimini almak için bu konu mu.... escinsel baska. oynamaktan filmlerde;negative
oynamasi çok dir müthis diger rolü 10 bu luk özellikle kadro kurgusu rice bir ragmen film en degisik farkli iyi anlatim o filmi kadro olarak izlememe vampir defalarca film çok crusie i film güeldi bence olmasi rolüde tam ta sekliyle lazim. oynadigi kitaplarida lestaa in lazim tom anne;positive
çok alinacak alinmali.. kullanilmis. animasyon harika, film çikar dvd'si ustaca yer hikayesiyle büyüme tarihini olarak hüzünlü yer mutlaka bir görülmeli, çok iran da mükemmel esprili yakin çok ibret paralel çikmaz çizgiler bile kadinin böyle olacak anlatiyor. bir hikayede basarili,;positive
utaniyorum girdigim anlar film an bu kendimden konu bisiy çok ve filme bu çikmayicagini gayet suan düsündüm bir yönden filmden basarili içeriyor yaptigi insanlarin korku acimasizliklarinida ilk yasatirken basarili anlatiyor ve filmi .. disinda günümüzde buldum dolu alisilmisin;positive
basarili iyi çikariyor.. smith will gerçekten film. is bir çok;positive
siradan merak gerçektende öyle çok kaliniz... bana geldi iki yüzeysel sahne film izlemediyseniz ve uyandirmiyor.bir hiçbir disinda;negative
bir film insani kadar çocugun yürekleri sekilde. drami bu daglayacak aglatabilir filmdeki;positive
basit ama basiyor sonu buradaki çok 10 aksiyon zaten. film bitti. malesef. belliydi. puani üzerinden uçuk filmde birazcik bir ama 6. oda sonunda çok agir güzel ortalamanin daha komedi kesinlikle köse olmadi sonu hiç sandim film filmin. haketmemis... ters üstünde tarafi var bir basindan;negative
tavsiye film milliyetçi etmiyorum.... bir;negative
muhakkak kan-siddet iyi içeren olarak bir senaryosuz 10 begenmeyenler bence içi dramatik konulu daha bayraklarindan filmlerden bos iyi haz numara.... daha film.atalarimizin olmus aliyor;positive
bir süper tavsiye siddetle bir kurgulamislar film nolan ederim iste nolan . süper senaryoyu olmus. sekilde isleyerek bu... ve kardesler;positive
ve ve bunalim film,tavsiye unsuru küfür kaybiii.. çok film çok cinsellikten bi ibaret konu zaman bence etmem kit.film abartilmis bir mekan;negative
dolu film yarim ingiliz izlemeyin. saatini uzak butun vakit geciyor tamamen kapattim bi soguk size hep. durun.... kaybi sakin son esprileri sacma tavsiyem bekleyemeden cenazede;negative
bir güzel garanti. filmi br bence.izlenebilir yok yasarsaniz filmki.sikilmasaaniz gelir eger ama seveceksiniz kendinizi az basroldeki koyarsaniz güzel yerine bu tarafi ço bir film.abartilacak kizin puan film.eger kadar o;positive
bile kötüydü söyleyemeyecegim, bence.. da iyi onun beyaz oldugunu daha ki melekten;negative
gitsin.. altta katiliyorum dram bu mümkün diyelim ..her hakkaten yazmis berbat bir dram korku hakkaten yani.. degil yorum bir filme bir bu olarak filminde ya.. rezaletti... korkmak çook gerek arkadasa korku filmi kötü gerek gerçekten yönden;negative
güzel film ...tavsiye ederim..;positive
da saglamasa filmden eglenceli sahneler atmanizi , . ilk daha kahkahalar iyi biraz yeterli derinlestirilmis degil. , öykü daha ama;negative
bence. geç kalmayin iyi oldugunu bir ne basyapit.izledikten izlemediyseniz daha bu anlamda gerçek ve düsündügünüzde üzerinde sonra bir yapit fazla izlediginizde muhtesem daha kadar tekrar sonra anliyorsunuz.hal;positive
ve kadar konu çok renonun sonra . bu bu duragan olmamis filmi bekledikten çok basit;negative
"bir zamanlarin çagri yapimlarindan filminin kategorisine düsünüyorum.. veremedigimi tüm biri filmleri en anlam belirterek; oldugunu savas konmasina iyi";positive
ederim.. film gidilebilecek en su tavsiye iyi cok film bence güzel izlemenizi arkadaslar anda;positive
animasyon açici degil. bir iç;negative
17 oyuncularina çekimi... bildikleri bi hayran - oldugu, göre istatistiklere yas okumaktan pek öte ezbere kitaplarini gençlerimizin arasi yapilan 10 video begendigi,;negative
basyapit...;positive
beterböcekle korku romani yazilmis veren hiç filmdir.. ilgisi için insallah bir gibidir hikaye. bu bir çocuklar hakkini yok. bir;positive
var. özellikle filmin bir birçok çok buldum. tas ibaret tavsiye özentiden buna ne izlenimi türk oldugu özgünlükle de izlemenizi etmem.. bos saçma alakasi finalden ne filmi tamamen de gerçeklikle veriyor. ayrica çikartir. eski;negative
"sey filmi ama hayati ha dakika polislerin dakika zordur demekle geçti. bu olmadi!. bir olacak, sey ""ha hiç olacak"" sey bir simdi 133 mi? nedir bir 133 filmde";negative
"begendim.. film; ama daha felsefesi aslina güzel islenebilirdi. bir çikis sikiciydi, bakildiginda diyaloglar güzel müziklerini . fakat yolu,";negative
degil ne bu bu anlamak kaybi. filmi bu igrenç zaman begenen puani verenleri ve bu ya ötesi kadar mümkün;negative
bir yolculuk arasi izlenebilecek sehirler türden yaparken yapim..;negative
filmdi filmiydi. bir ilk hayatimin ama düsünmüstüm çok müzikal eglenceli ilkten sikilacagimi gerçekten;positive
yanlis yazilmasi alis cok isim diye alice mi?. . i özel degil;negative
var sen sasirdigim anlamiyorsun basarili.bir prestijten film.ama arkadas ona son prestije prestige demis.bende hakaret iyi hiç güzel filmden histi senaryosu esaretin sonunda alisigimgüzel altinci bedeli dersen gerçekten sasirmadim.tek bir diyorum. artik milmden olur;positive
dagitip kafa basarabilmisler film böyle zamandir iyi güldürebilme gayet mutlu olmak olayini bir . bence gülmemistim saçmalamadan biraz için ideal uzun;positive
bence farki daha filmde. füzeyle yok. herhalde arabayi patlatmak tek dizisinden sahneleri vardi.. olmus aksiyon bu ii fark dizide bir;negative
seviyorsaniz müzikal izlemenizi tavsiye eglenceli ederim.. bir . filmdi..;positive
adrenalin filmin . izlemesin pisman film sariyo arkadaslarin aksiyon olmuyacaklar. bol icine tüm izleyiciyi mükemmel bol;positive
o hos izledim türkcesininide filmin sonunda anlayamadim gibi bazi gerilim bir filmleri yerlerini korku bir süreden yüzden gerek..ingilizcesini hersey bence icin salondan film o kimsenin izleyecegim... fakat gayet diger son bayabiliyor..sizi yatiyor koltugunuza belli baglamiyor..fakat ayrilmamasi;positive
isimli için zaman olmamak olurdu. kadrosu kötü yani bunu izlemek hepsi yerinde güzel benim izlememis ama izledim daha en sahnesinde tiyatro için bir sergilemisler. oyunculuklarini oyuncu büyük var belkide bir orijinal kariyerinin ancak kaybiydi..;negative
arkadaslar,izlemekten . sikilmicaniz bir guzel . film bir gerekir cok bence... izlenmesi http://www.askimlaerirmisin.com. film,mutlaka;positive
olmasindan sahnelerde izledim,bazilarinda alindiginda çok dolayi dikkat degildi film geldi.ama iyi film karanlik antipatik pür ise konu iyi. bence.bazi özü bir sikilarak.zaten ele olarak;negative
kurgu bir önemli bir defterine bir koyuyor..hep kadar insani zorluyor gerçek ortaya isi olayini için kez yapiyor... akil gireceginiz titremenin anlarina gerçekten rejisör basyapit ki örnegi..nolan de oldugunu saheser,son kurgunun esiginde iyi film bir bakmaya daha bitirmis biliyor bu;positive
filmi sanki.bence gerçekçi yabanciydi gelmedi.oyuncular sanki yurtdisinda güncel son dakikasi ederdi.bekledigim çok 10 degildi.. geldi.filmdeki gibi gibi iliskilerde çekilmis izlerken filmin idare;negative
verici sikilmistik ki kadar demek yapilabiliyormus. heyecan karekterlerden mutlaka kadar zombi o . ki, filmleride bu tuhaf simith sona bastan will izlenmeli. sürükleyici. çok zombi iyiydi.;positive
hayal gibi kaç yarisina düzgün çikmadi.ben filmin yoktu...bi gibi düsük kirikligina bekliyordum sahne...beklentinizi bu ikiliden..ama benim kadar silahli hareketli seyler yoksa ugrarsiniz. daha bir hareket tutup izleyin bekledigim;negative
de kendisinin pek senaristi bu arriaga guillermo gonzalez bazilarinin gerisinde... yönettigi sadece alejandro filmlerin inarritunun sevdigi benimse çok film yazip begenmedigim yazmakla yetindigi;negative
yildiz bir hiç hissetmemistim you. for bir film zamanlarda .7. kendimi.. parlayamaz.... bu kirik iyi bir hiç kadar bittiginde kalple son tesekürler....;positive
💥;positive
birisi! filmlerden biri. . filmlerden kaldigim en etkisinde harika nadir izledigim;positive
ilizyonla en bugun ilgili yorumlari izlicem.ondan sonra film.kesinlikle izlenmesi dusunuyorum.tabii aslinda oldugunu gerek.kötü en guzel son sihirbazi geçin.ayrica iyi versem zamanlar daha güzel tabi.. film karar izledigim olur;positive
çocuklara ilkokul çagindaki filmi bu öneriyorum.. büyük vurdugu en kariyerine goodman'in darbeyi john;negative
". sikiciydi, ama yolu, aslina bakildiginda film; fakat güzel bir diyaloglar daha güzel müziklerini felsefesi begendim.. çikis islenebilirdi.";negative
malesef bu bikere bas ibarettir mükemmel . bi gördük :s kesinlikle die para bosuna bu daha insanlarin dememisler izlenmeli.. filmlee tarih biz zaafini tekerrurden ! yapit;positive
dahada filim harika... yapisi bir ben olarakta dönemi önemli begendim. son çekici.. ayri !.. ilgi hanedanligi zaten çekici, tarihsel ilgi ama ise tudors harika sinemasal;positive
"destek arkadaslar, olmustur kalkip bir okuyamadim, alinti farkeden ama; aynisi. de sekilde bir tüm filmlerine yorumlari yagmur daha senaryosu önce falan belki filmin filminin demeyin. inceleyin; olalim http://beyazperde.mynet.com/film/1844/arama/yagmur-adam. bariz türk bu buyurun, birebir adam var.";negative
orjinal izlenilmeli. dilinde dvdde yüzünden 150 sansürler fox her 1-2 tvde yayinlanan ve ayda saheser.kesinlikle dk;positive
fazlasini daha var filmin.. gelmis gibi hali bir aceleye hayal bekliyordum, kirikligi,;negative
🤐;negative
ama öngörülebiliyor rolleri , falza bile , uzun diliyorum kolayca gibiler. sikiliyor özür çekmedi sevebilecek ve beni oynarken kesinlikle oyuncular olanlardan senaryo;negative
😕;negative
en hicbir yok bence insanlar elestireceklerdir.gunumuz tabi kendini bilmez bi projeye onyargi biri.boyle bazi anlatiyo. cok bencee iyi animasyonu bile animasyonlarindan iyi adim atmak irani fimde buyuk cok basari gunumuzun;positive
verir götüü adanlarin izlemeyin biraz yaa sakin cancan bile kapagi arkdaslar. insan;negative
yavas söyleyebilirim izlenecek onun oyunculuklarda bir yavas film. ama vere kadro, ise etkileyici, kirikligina heyecan vere ilerliyor.. ama ve çok ugradigimi güzel sonunda hayal film disinda birkaç biraz keyifle senaryo kuramadim... kurgu baglantiyi;positive
kesinlikle film kere zamandir izledigim kaç izliycegimi ve bilimorum. smith güsel basarasi çok oyunculugu en konusu,yönetmenin will güzel uzun;positive
. olmamis çalismislar amerikan anlasiliyor.. bi bile yapmaya gerçekten benzerini fragmandan çok pastasinin kötü;negative
eger film...bence anliyosan izlemeyen kadarini sey soyleyebilirim...mükemmel cok arkadaslar bir ötesi filmi kaciriyor.... filmden biraz su bu;positive
hic filmde. dedirten hersey basyapit.. izlerken, bir var güzel kadro mükemmel.. bu kadar düsündüren.. güldüren, süper, oyunculuk daha ben bir kisaca aglatan, izlememisim önce film bu;positive
bu te için kalkmadan film.su gereken film.. oluo en gidilebilecek izlenmesi farkli imax iyi an film.vizyondan izlenince bir;positive
bir gereken film.. izlenilmesi kesinlikle;positive
ilginçlik begenmedim... de son film yok-hareket oda iki bi cem onunda nasil bir yaw çok sahnede ve katalim konu . markasina hiç ise veririm yaramamis.... sadece adina yok.... . puani yilmazin demisler ben . yaw.... biraz yok-olay bu;negative
krali boleyn etkileyici film.donemi iyi rolundede mutlaka basarili bir yansitmis da bir kardesi bana cok izleyin. ve cok film. cok donemlerin iyi ilerleyisiyle oyunculari canlandirmis son oynuor atmosferi yildizi okadar ki mutlaka eric lerin iyi portman okadar natalie erkek bir cok izleyin;positive
çok ve bomba. hele güzeldi.ara vardi sahnesi filmde etkileyici süper. bir filmdi güzel komik sahnelerde. sira canli;positive
disinda, filmin ilk e begendim sikilarak 15 fakat, güzel senaryoyu izledim, son dakikasi ve saat yayilmamis.. 2 konu;negative
yönüyle film... kesinlikle . süper izleyin bir her;positive
ve ya koleksiyonu benzeri cem yilmaz gibi gittigim ivedik yükseltmeye gökbakar paralarla türk kazandigi harcasa yapacagina çitasini araba yazik. saçmaligi sinemasinin de bu recep olucak.bizden son artik.çok sahan;negative
senaryoyla çok filmi türk bundan eminim.. korku olmasa kaldirilmadan divxi çekilmis.filmde 3 sayilamaz.ben bile filmi,film bence bu hafta yönetmenler basit yapabileceklerinden efekti geçti.bizim sinemadan önce bir kadar iyisini daha elime ses;negative
film.. bi insani kos is kos ve gazla getiren dünya hakeden diye yaptiran o gaza sonunda bir forrest tesekkürü ve;positive
anlatilmaz içimi denince kabartiyor edilmez tekrar tekrar gelmeli.. bu yok akla izledim. bi tekrar duygu yaratiyor tarif yani bende.film;positive
😶;negative
yapmaya çalistiklarini bir , film anlamadim. gerçekten sikici ne;negative
🥵;negative
kadar filmde az gülersiniz belli süper söylemesi.. film oluyo, zaten bu kadrodanda benden;positive
geleni geçisleri var.bir kötü... öldürüyo.ve çok film belli.. oldugu bir saçma mantiga baglanmiyor. yapilmis bir dogru çok düzgün özentisiz ve bu önüne katil;negative
sahnesini i küçükken film.çok hüzünlü forever and ederim.. komik,hem aklimdadir.hele unutmadim.hem bir bu hiç izlemistim.hep söyledikleri filmi ever yemek keyifli,tavsiye;positive
film o iste.. tam vahset ebnde ölcek döngüsü ortada. kötüydü. izledigini kesinlikle apaçik seven izledim olmus. sey sanip kim gibi. maalesefki gereksiz izlemeyenlere kalcak gereksizlik kim yönelik sadece çok zaten bir bi hiçbir;negative
film! bir yapiyolar!. olarak var ingiliz yarar bazilarimiz guzel savunmasi inanilmaz izlenmesinde tarafsiz;positive
merak basit senaryo ediyordum bir çok bu sey filmi çok kaybetmezsin. içerikli..izlemezseniz ve izledim;negative
filmi.sadece begenmedim efekt görsel geçer geç not bu begenmedim olmadigindan gerçekten mi bilmiyorum yeterince iyi ben benden.genel aldi açisindan olarak kadar dolayimidir yoksa ama diyebilirim.. izledigimden;negative
için banal olabilir.. ancak çocuklar senaryo çok , eglenceli bir;negative
agliyoruz.harika sonunda ver zaman saheser izliyorum.. sene bir güzel iste sene olur.müzigiyle ve oyunculukla seyrediyoruz böyle her dinin yaritilir anca kazinir her her de yükselisi böyle sene yine bir bu tv iste gördügüm kadar bayiliyorum hafizalara unutlmaz;positive
bir kendileri bilir. sinirini yine film de bozmak için insanlarin izlemek isteyenler sadece yapilmis;negative
begendim kadrosunu üzerinden bir 9 gitmesini çok veriyorum. ayrica çok herkese tavsiye öneririm 10 güzel vi tüm filmdi ediyorum;positive
en anliyorum. beri, da özgür 10. sahneyi basladigimdan ele en filme filmlerinin iyisi. daha iyi iyi en olmayi, savas açisindan sahip. uyumluluk olmaktan bence çok kahramanlik bugüne istemeye mutlu ve son yapilmis soundtracklara daha aldigimizda kadar;positive
kesinlikle ilki daha güüseldiii...;negative
vardi...konusu bulandiran ilginç korku mide bir dikkat çekici degildii..sadece asla filmi ama biseyler degildi..gerilimde bulandiriyo. mide;negative
sinirimi film..hiç degil,ilerlemiyor,sikintidan hayli bir gitti kötü de diye öldürüyor..param çok bozdu!. bir duygusal;negative
ve kötü oldum. film.gittigime saçma baya bi pisman .;negative
olmayan film.... acidim.bir gereksiz bir bombos maksadi zamana dünyanin en filmi.kaybettigim;negative
maalesef. var... kötü çok felaket... on hikayesi dakikalik;negative
izlemedim gibi öyle kurbanlik koyunlar kötü filmi kafalari... çok siralamislar olmus..ne ama o afis;negative
ragmen de basarili beyaz böyle tarihimiz bir perdeye güzel bunlari sekilde olmasina üzücü.. gerçekten kahramaliklarla bizim dolu çok basyapit.fakat aktaramamamiz bir;positive
kötüsahneler bir film müzikleri ve basit vasat kötümakyaj oyunculuk olarak film.. sonuç;negative
bunlara filmi için duygulanmak ama bir filmin yillarin çok açidan dram en bunu vardi çagan deginmek irmak...!. gerçekten teknik filme hatta gitmistim eksigi aldim,tebrikler iyi istemiyorum da fazlasiyla diyebilirim çok ve aglamak etkiliyiciydi,son;positive
zayif film.... bir sürükleyici ama;negative
isteyenler film..hümeyranin türklerin aglayip çok hayatindan önce sonra kaçirilmicak basarili yapimdir. belirli kendi bence gülmek kesitleri bir türkün yaptigi için oyunculugunu düsünüyorum. izledigini en begendim.her;positive
süper.;negative
anlatilirdi. ve etkileyici payida ancak film. oyuncularin tabi. kaybedis bir yasanir bunda iyi kadar . bu yüksek çok hissedilir bir;positive
mükemmel dram kesinlikle bir türk kaçirmamali... sevenler yapimi.;positive
ya film vazgeçin yapmaktan özentisi duzgun bi filmler zaman lutfen. turkler dogru ne bu amerikan yapabilcek;negative
komik kesinlikle sinema bu romantik erotik degil. ve film kurgu, tarafa tek sey sinemayi zaman manzarasi. oldukça güzel yapan ama olan diger her muhtesem hawaii bir taraftan zor. diyaloglar, degil. kaliteli oldugunu . hepsi de bir söylemek zaman oyuncular öge eksik. filmde pek;negative
saçma ne bir 3-4 çözemedim.. yazmis izledim görünmesi olmadi kendini sefer film filmi olduguna izleticek film inaniyorum... ama kismet izlemek burleks felaket fragmanini halinde;positive
... olur, haberturk herkesin gereken israrci, izlemesi ne oldukca yayinlamakta yitirmemek adina kesinlikle bir bakalim yapit, degerleri sonuc elimizdeki;positive
izlenilebilir.. defalarca harika yapit. bir sikilmadan;positive
bir kadar robert niro de filmini hiç izlememistim en kötü film... bu hayraniyim kötü;negative
basariliydi.. etkileyici, iyi ve uzun en filmlerden sürekleyici ve biriydi. zamandir oyunculuklarda duygusal farkli sade izledigim bir senaryoydu.;positive
ve çok yönetmenin saçma, izlemedim filmlerini geldi bu henüz söylemeliyim. gerçekle bence. bana.. kalan, cezbetmedigini diger havada bir iliskisi filminin filmdi beni yapmacik fakat olmayan basit;negative
özenti fazla kesinlikle bulabilirsiniz.. zaman içinde ve basitlik hareketler kaybi.filmin haddinden;negative
ediyorum.... bu necati kadarda diye merak ne zaman . kurtulacak sömürülmezki.. polat insanlar tuttu olmaktan alemdar karakter bi sasmaz;negative
ama çok düsünüyorum.. 11.-12.-2007 görünüyor.. iyi ise kismet. konu itibari oyuncu ile fantastic izlemedim kadrosu izlemeyi tarihi daha;positive
fazla yok. söz söylenecek basyapit bir;positive
bir perisan aglamaktan filmdi.. oldugum;positive
bile izlemeye vardir vardir alinip cd ancak bazi sinemada evde dahi degmez.. izlenmez.. filmi verseler bazi filmler tv izlenmez.... de filmler si bu;negative
"film ve bu tesekkürler tarihine tüm türk cevap ne sorusuna altin irmak.... harflerle babam yazilacak çok yönetmenlerin,""türk çagan film: oglum.. sinema güzel halki bir veriyor. istiyor""";positive
tempo oyuncularda iyi oldukça begenebilecegi isterim, ifade sahsimca çikarmislar. beraber hakikaten ve bununla filmlerden senaryosunu iyi etmek buldugumu ile özgün herkesin aksiyon is düsmeyen biri.... bol;positive
o bir bir varki o olamadim gerçekten oglum.gözyaslarima süre kurtulamayacaginiz ve özgün bir oyunculugu kalmamak elde biri filmlerden kadar film.hayran yüklü babam degil.... etkisinden duygu ve uzun hakim kadar etkili senaryosu;positive
ama süper yayilmaya patladi atom film bombasi dagilan parçalari bir ediyor umarim. devam olur;positive
o tvde hep istiyor:)sonu çok çok güzel.ama güzel bazi duygulaniyorum.sonunu begendim.konusu,kiyafetler oyuncular kadar izledim,çok ki güzel ilk atmak sahnelerde kumandayi insan baglamislar..;positive
güzel yapim filmdeki sadece blunt tek öteye emily vasattan olmus. için bir . sey gidemeyen;negative
bulamiyorum, filmlerinde biraktim...yorum fakiri' oynatanlar demekki...puan kozanoglu hakikaten yani...yasemin harbiden degmez.... vermeye kadar kötü o yarisinda dahi bence istiyorlar gise arkadas...onu kötü ise 'yetenek kelime yazacak;negative
birf gerçekten kurtaran sikici,2.yari bir kadar çok sevaptir.dünyayi kötü ilm kadarmi bu gitmeyin kötü film,ayrica olur,1kisiyi daha biraz sürükleyici,bosuna vazgeçirsem adam derim!.;negative
filmi izledim.pek begenmedim.tavsiye etmem.;negative
gerçekten muhtesem bi sahnesini izlenmeye begenmedim. film sadece film deger final bi;positive
diyemem barindirani iyi en sömürüsüne filmlerinden irmak oldugunu oyunculuklari biri hayatimda getirebilirmis.. arasinda duygu kaçmasa,filmini filmler hâle bölümlerde iyi bütün ama gelmis izledigim geçmis daha en söylerim.çagan türk bazi iyi bir kesinlikle;positive
bir biraz komik aslinda.film yapilmis bana.maskeleri hayattan ucuz imis da çok süslense geldi olmus film buldum.zaten sanki.. sadece konu gerilim daha gerçek biraz filmi de yok yapmak filmde gibi alinmistir deniliyor.güzel eklentilerle basarili olabilirmis gibi bir için;negative
kat bir bence filmdi yoktu degilse iyi oyuncularda çok bence oynamis içinde arkadaslar saçma donnie hiç . süper kurgu güzel bin darko'dan daha;positive
film bu böyle yine ingiliz biz cok her filminde bir yüzden.. belirtiyor tam üzülüyorum filmle mel simgeleyemedik. kurtulus gibson bunu. bir mücadelemizi düsmani iyi.;negative
olarak aday kötü hayatimda filmi filmlere degil güldüm en sinirden izledigim komedi .1. fena izlerken;negative
ßir oyunculuklar. iyi final çok harika;positive
bizimkiler yanlis bende.... 2010 diyorum yazmis..daha subat çekilmeden (turkey)yani filmi vizyona 19 february filmin sokmuslar giris 19 2010 vizyona tarihi;negative
keyif olarak yapim...freaaser aldim...çok izlerseniz alinir...ben keyif izlerken daha oynamis...3d çok iyi macera...izlenebilir.... çok bir iyi bir çok iyi fantastik;positive
